"DATETIME","SHFE.PB.2011.09.CLOSE","SHFE.PB.2011.09.SETTLE","SHFE.PB.2011.09.VOLUME","SHFE.PB.2011.10.CLOSE","SHFE.PB.2011.10.SETTLE","SHFE.PB.2011.10.VOLUME","SHFE.PB.2011.11.CLOSE","SHFE.PB.2011.11.SETTLE","SHFE.PB.2011.11.VOLUME","SHFE.PB.2011.12.CLOSE","SHFE.PB.2011.12.SETTLE","SHFE.PB.2011.12.VOLUME","SHFE.PB.2012.01.CLOSE","SHFE.PB.2012.01.SETTLE","SHFE.PB.2012.01.VOLUME","SHFE.PB.2012.02.CLOSE","SHFE.PB.2012.02.SETTLE","SHFE.PB.2012.02.VOLUME","SHFE.PB.2012.03.CLOSE","SHFE.PB.2012.03.SETTLE","SHFE.PB.2012.03.VOLUME","SHFE.PB.2012.04.CLOSE","SHFE.PB.2012.04.SETTLE","SHFE.PB.2012.04.VOLUME","SHFE.PB.2012.05.CLOSE","SHFE.PB.2012.05.SETTLE","SHFE.PB.2012.05.VOLUME","SHFE.PB.2012.06.CLOSE","SHFE.PB.2012.06.SETTLE","SHFE.PB.2012.06.VOLUME","SHFE.PB.2012.07.CLOSE","SHFE.PB.2012.07.SETTLE","SHFE.PB.2012.07.VOLUME","SHFE.PB.2012.08.CLOSE","SHFE.PB.2012.08.SETTLE","SHFE.PB.2012.08.VOLUME","SHFE.PB.2012.09.CLOSE","SHFE.PB.2012.09.SETTLE","SHFE.PB.2012.09.VOLUME","SHFE.PB.2012.10.CLOSE","SHFE.PB.2012.10.SETTLE","SHFE.PB.2012.10.VOLUME","SHFE.PB.2012.11.CLOSE","SHFE.PB.2012.11.SETTLE","SHFE.PB.2012.11.VOLUME","SHFE.PB.2012.12.CLOSE","SHFE.PB.2012.12.SETTLE","SHFE.PB.2012.12.VOLUME","SHFE.PB.2013.01.CLOSE","SHFE.PB.2013.01.SETTLE","SHFE.PB.2013.01.VOLUME","SHFE.PB.2013.02.CLOSE","SHFE.PB.2013.02.SETTLE","SHFE.PB.2013.02.VOLUME","SHFE.PB.2013.03.CLOSE","SHFE.PB.2013.03.SETTLE","SHFE.PB.2013.03.VOLUME","SHFE.PB.2013.04.CLOSE","SHFE.PB.2013.04.SETTLE","SHFE.PB.2013.04.VOLUME","SHFE.PB.2013.05.CLOSE","SHFE.PB.2013.05.SETTLE","SHFE.PB.2013.05.VOLUME","SHFE.PB.2013.06.CLOSE","SHFE.PB.2013.06.SETTLE","SHFE.PB.2013.06.VOLUME","SHFE.PB.2013.07.CLOSE","SHFE.PB.2013.07.SETTLE","SHFE.PB.2013.07.VOLUME","SHFE.PB.2013.08.CLOSE","SHFE.PB.2013.08.SETTLE","SHFE.PB.2013.08.VOLUME","SHFE.PB.2013.09.CLOSE","SHFE.PB.2013.09.SETTLE","SHFE.PB.2013.09.VOLUME","SHFE.PB.2013.10.CLOSE","SHFE.PB.2013.10.SETTLE","SHFE.PB.2013.10.VOLUME","SHFE.PB.2013.11.CLOSE","SHFE.PB.2013.11.SETTLE","SHFE.PB.2013.11.VOLUME","SHFE.PB.2013.12.CLOSE","SHFE.PB.2013.12.SETTLE","SHFE.PB.2013.12.VOLUME","SHFE.PB.2014.01.CLOSE","SHFE.PB.2014.01.SETTLE","SHFE.PB.2014.01.VOLUME","SHFE.PB.2014.02.CLOSE","SHFE.PB.2014.02.SETTLE","SHFE.PB.2014.02.VOLUME","SHFE.PB.2014.03.CLOSE","SHFE.PB.2014.03.SETTLE","SHFE.PB.2014.03.VOLUME","SHFE.PB.2014.04.CLOSE","SHFE.PB.2014.04.SETTLE","SHFE.PB.2014.04.VOLUME","SHFE.PB.2014.05.CLOSE","SHFE.PB.2014.05.SETTLE","SHFE.PB.2014.05.VOLUME","SHFE.PB.2014.06.CLOSE","SHFE.PB.2014.06.SETTLE","SHFE.PB.2014.06.VOLUME","SHFE.PB.2014.07.CLOSE","SHFE.PB.2014.07.SETTLE","SHFE.PB.2014.07.VOLUME","SHFE.PB.2014.08.CLOSE","SHFE.PB.2014.08.SETTLE","SHFE.PB.2014.08.VOLUME","SHFE.PB.2014.09.CLOSE","SHFE.PB.2014.09.SETTLE","SHFE.PB.2014.09.VOLUME","SHFE.PB.2014.10.CLOSE","SHFE.PB.2014.10.SETTLE","SHFE.PB.2014.10.VOLUME","SHFE.PB.2014.11.CLOSE","SHFE.PB.2014.11.SETTLE","SHFE.PB.2014.11.VOLUME","SHFE.PB.2014.12.CLOSE","SHFE.PB.2014.12.SETTLE","SHFE.PB.2014.12.VOLUME","SHFE.PB.2015.01.CLOSE","SHFE.PB.2015.01.SETTLE","SHFE.PB.2015.01.VOLUME","SHFE.PB.2015.02.CLOSE","SHFE.PB.2015.02.SETTLE","SHFE.PB.2015.02.VOLUME","SHFE.PB.2015.03.CLOSE","SHFE.PB.2015.03.SETTLE","SHFE.PB.2015.03.VOLUME","SHFE.PB.2015.04.CLOSE","SHFE.PB.2015.04.SETTLE","SHFE.PB.2015.04.VOLUME","SHFE.PB.2015.05.CLOSE","SHFE.PB.2015.05.SETTLE","SHFE.PB.2015.05.VOLUME","SHFE.PB.2015.06.CLOSE","SHFE.PB.2015.06.SETTLE","SHFE.PB.2015.06.VOLUME","SHFE.PB.2015.07.CLOSE","SHFE.PB.2015.07.SETTLE","SHFE.PB.2015.07.VOLUME","SHFE.PB.2015.08.CLOSE","SHFE.PB.2015.08.SETTLE","SHFE.PB.2015.08.VOLUME","SHFE.PB.2015.09.CLOSE","SHFE.PB.2015.09.SETTLE","SHFE.PB.2015.09.VOLUME","SHFE.PB.2015.10.CLOSE","SHFE.PB.2015.10.SETTLE","SHFE.PB.2015.10.VOLUME","SHFE.PB.2015.11.CLOSE","SHFE.PB.2015.11.SETTLE","SHFE.PB.2015.11.VOLUME","SHFE.PB.2015.12.CLOSE","SHFE.PB.2015.12.SETTLE","SHFE.PB.2015.12.VOLUME","SHFE.PB.2016.01.CLOSE","SHFE.PB.2016.01.SETTLE","SHFE.PB.2016.01.VOLUME","SHFE.PB.2016.02.CLOSE","SHFE.PB.2016.02.SETTLE","SHFE.PB.2016.02.VOLUME","SHFE.PB.2016.03.CLOSE","SHFE.PB.2016.03.SETTLE","SHFE.PB.2016.03.VOLUME","SHFE.PB.2016.04.CLOSE","SHFE.PB.2016.04.SETTLE","SHFE.PB.2016.04.VOLUME","SHFE.PB.2016.05.CLOSE","SHFE.PB.2016.05.SETTLE","SHFE.PB.2016.05.VOLUME","SHFE.PB.2016.06.CLOSE","SHFE.PB.2016.06.SETTLE","SHFE.PB.2016.06.VOLUME","SHFE.PB.2016.07.CLOSE","SHFE.PB.2016.07.SETTLE","SHFE.PB.2016.07.VOLUME","SHFE.PB.2016.08.CLOSE","SHFE.PB.2016.08.SETTLE","SHFE.PB.2016.08.VOLUME","SHFE.PB.2016.09.CLOSE","SHFE.PB.2016.09.SETTLE","SHFE.PB.2016.09.VOLUME","SHFE.PB.2016.10.CLOSE","SHFE.PB.2016.10.SETTLE","SHFE.PB.2016.10.VOLUME","SHFE.PB.2016.11.CLOSE","SHFE.PB.2016.11.SETTLE","SHFE.PB.2016.11.VOLUME","SHFE.PB.2016.12.CLOSE","SHFE.PB.2016.12.SETTLE","SHFE.PB.2016.12.VOLUME","SHFE.PB.2017.01.CLOSE","SHFE.PB.2017.01.SETTLE","SHFE.PB.2017.01.VOLUME"
"2013-08-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14025,13970,246,14080,14035,324,14125,14070,52,14150,14105,76,14205,14205,8,14200,14310,14,14335,14335,2,14415,14415,2,14515,14515,12,14650,14650,4,14635,14635,NA,14635,14635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14170,14080,78,14250,14165,138,14280,14210,198,14300,14225,138,14390,14315,82,14430,14430,2,14530,14530,2,14580,14580,2,14680,14680,12,14815,14815,4,14800,14800,NA,14800,14800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14245,14190,220,14300,14245,784,14390,14340,392,14445,14410,384,14510,14480,58,14595,14595,2,14570,14570,2,14750,14750,2,14850,14850,12,14985,14985,4,14970,14970,NA,14970,14970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14285,14255,188,14370,14315,278,14405,14355,116,14470,14435,146,14560,14530,58,14585,14545,22,14570,14570,2,14700,14700,2,14800,14800,12,14935,14935,4,14920,14920,NA,14920,14920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14240,14235,94,14230,14285,78,14330,14340,70,14400,14405,84,14500,14495,12,14545,14545,22,14535,14535,2,14665,14665,2,14765,14765,12,14900,14900,4,14885,14885,NA,14885,14885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14440,14365,116,14480,14450,376,14550,14495,208,14620,14590,84,14640,14620,48,14655,14595,36,14720,14765,16,14820,14820,2,15000,15000,12,15135,15135,4,15120,15120,NA,15120,15120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14850,14680,154,14925,14805,246,14910,14795,104,14985,14860,282,15000,14860,36,14910,14910,8,14965,14965,2,15145,15145,12,15280,15280,4,15265,15265,NA,15265,15265,NA,15265,15265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14865,14865,160,14905,14935,276,14940,14950,138,14980,15005,108,14995,15000,8,15030,14985,14,15080,15080,2,15220,15220,12,15355,15355,4,15340,15340,NA,15340,15340,NA,15340,15340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14695,14740,238,14685,14760,176,14725,14785,104,14720,14865,196,14830,14890,56,14935,14935,14,15080,15080,2,15110,15110,12,15245,15245,4,15230,15230,NA,15230,15230,NA,15230,15230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14715,14675,206,14750,14720,146,14795,14770,148,14830,14835,82,14855,14850,28,14905,14865,14,15050,15050,2,15040,15040,12,15175,15175,4,15160,15160,NA,15160,15160,NA,15160,15160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14720,14695,228,14780,14785,80,14815,14785,212,14835,14800,200,14775,14845,46,14950,14945,10,15135,15135,2,15120,15120,12,15260,15260,4,15245,15245,NA,15245,15245,NA,15245,15245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14700,14720,74,14800,14785,84,14830,14815,140,14890,14835,66,14790,14800,4,14945,14945,10,15090,15090,2,15075,15075,12,15215,15215,4,15200,15200,NA,15200,15200,NA,15200,15200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14850,14830,92,14920,14905,54,14930,14935,96,14950,14970,36,14990,14950,68,15000,15035,18,15090,15090,2,15165,15165,12,15305,15305,4,15290,15290,NA,15290,15290,NA,15290,15290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14760,14760,94,14790,14815,172,14850,14855,172,14880,14875,20,14865,14870,16,14955,14955,18,15010,15010,2,15085,15085,12,15225,15225,4,15430,15430,2,15430,15430,NA,15430,15430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14735,14765,182,14800,14825,150,14820,14875,248,14805,14885,88,14920,14915,26,14820,14820,8,15010,15010,2,14945,14945,12,15085,15085,4,15290,15290,2,15290,15290,NA,15290,15290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14730,14705,134,14755,14750,76,14780,14775,28,14775,14785,50,14870,14870,2,14920,14890,6,14990,14990,2,15015,15015,12,15155,15155,4,15085,15085,2,15085,15085,NA,15085,15085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14605,14655,402,14635,14675,72,14670,14685,56,14605,14700,66,14785,14785,2,14880,14890,8,14945,14945,2,15015,15015,12,15155,15155,4,15085,15085,2,15085,15085,NA,15085,15085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
