"DATETIME","SHFE.AU.2008.06.CLOSE","SHFE.AU.2008.06.SETTLE","SHFE.AU.2008.06.VOLUME","SHFE.AU.2008.07.CLOSE","SHFE.AU.2008.07.SETTLE","SHFE.AU.2008.07.VOLUME","SHFE.AU.2008.08.CLOSE","SHFE.AU.2008.08.SETTLE","SHFE.AU.2008.08.VOLUME","SHFE.AU.2008.09.CLOSE","SHFE.AU.2008.09.SETTLE","SHFE.AU.2008.09.VOLUME","SHFE.AU.2008.10.CLOSE","SHFE.AU.2008.10.SETTLE","SHFE.AU.2008.10.VOLUME","SHFE.AU.2008.11.CLOSE","SHFE.AU.2008.11.SETTLE","SHFE.AU.2008.11.VOLUME","SHFE.AU.2008.12.CLOSE","SHFE.AU.2008.12.SETTLE","SHFE.AU.2008.12.VOLUME","SHFE.AU.2009.01.CLOSE","SHFE.AU.2009.01.SETTLE","SHFE.AU.2009.01.VOLUME","SHFE.AU.2009.02.CLOSE","SHFE.AU.2009.02.SETTLE","SHFE.AU.2009.02.VOLUME","SHFE.AU.2009.03.CLOSE","SHFE.AU.2009.03.SETTLE","SHFE.AU.2009.03.VOLUME","SHFE.AU.2009.04.CLOSE","SHFE.AU.2009.04.SETTLE","SHFE.AU.2009.04.VOLUME","SHFE.AU.2009.05.CLOSE","SHFE.AU.2009.05.SETTLE","SHFE.AU.2009.05.VOLUME","SHFE.AU.2009.06.CLOSE","SHFE.AU.2009.06.SETTLE","SHFE.AU.2009.06.VOLUME","SHFE.AU.2009.07.CLOSE","SHFE.AU.2009.07.SETTLE","SHFE.AU.2009.07.VOLUME","SHFE.AU.2009.08.CLOSE","SHFE.AU.2009.08.SETTLE","SHFE.AU.2009.08.VOLUME","SHFE.AU.2009.09.CLOSE","SHFE.AU.2009.09.SETTLE","SHFE.AU.2009.09.VOLUME","SHFE.AU.2009.10.CLOSE","SHFE.AU.2009.10.SETTLE","SHFE.AU.2009.10.VOLUME","SHFE.AU.2009.11.CLOSE","SHFE.AU.2009.11.SETTLE","SHFE.AU.2009.11.VOLUME","SHFE.AU.2009.12.CLOSE","SHFE.AU.2009.12.SETTLE","SHFE.AU.2009.12.VOLUME","SHFE.AU.2010.01.CLOSE","SHFE.AU.2010.01.SETTLE","SHFE.AU.2010.01.VOLUME","SHFE.AU.2010.02.CLOSE","SHFE.AU.2010.02.SETTLE","SHFE.AU.2010.02.VOLUME","SHFE.AU.2010.03.CLOSE","SHFE.AU.2010.03.SETTLE","SHFE.AU.2010.03.VOLUME","SHFE.AU.2010.04.CLOSE","SHFE.AU.2010.04.SETTLE","SHFE.AU.2010.04.VOLUME","SHFE.AU.2010.05.CLOSE","SHFE.AU.2010.05.SETTLE","SHFE.AU.2010.05.VOLUME","SHFE.AU.2010.06.CLOSE","SHFE.AU.2010.06.SETTLE","SHFE.AU.2010.06.VOLUME","SHFE.AU.2010.07.CLOSE","SHFE.AU.2010.07.SETTLE","SHFE.AU.2010.07.VOLUME","SHFE.AU.2010.08.CLOSE","SHFE.AU.2010.08.SETTLE","SHFE.AU.2010.08.VOLUME","SHFE.AU.2010.09.CLOSE","SHFE.AU.2010.09.SETTLE","SHFE.AU.2010.09.VOLUME","SHFE.AU.2010.10.CLOSE","SHFE.AU.2010.10.SETTLE","SHFE.AU.2010.10.VOLUME","SHFE.AU.2010.11.CLOSE","SHFE.AU.2010.11.SETTLE","SHFE.AU.2010.11.VOLUME","SHFE.AU.2010.12.CLOSE","SHFE.AU.2010.12.SETTLE","SHFE.AU.2010.12.VOLUME","SHFE.AU.2011.01.CLOSE","SHFE.AU.2011.01.SETTLE","SHFE.AU.2011.01.VOLUME","SHFE.AU.2011.02.CLOSE","SHFE.AU.2011.02.SETTLE","SHFE.AU.2011.02.VOLUME","SHFE.AU.2011.03.CLOSE","SHFE.AU.2011.03.SETTLE","SHFE.AU.2011.03.VOLUME","SHFE.AU.2011.04.CLOSE","SHFE.AU.2011.04.SETTLE","SHFE.AU.2011.04.VOLUME","SHFE.AU.2011.05.CLOSE","SHFE.AU.2011.05.SETTLE","SHFE.AU.2011.05.VOLUME","SHFE.AU.2011.06.CLOSE","SHFE.AU.2011.06.SETTLE","SHFE.AU.2011.06.VOLUME","SHFE.AU.2011.07.CLOSE","SHFE.AU.2011.07.SETTLE","SHFE.AU.2011.07.VOLUME","SHFE.AU.2011.08.CLOSE","SHFE.AU.2011.08.SETTLE","SHFE.AU.2011.08.VOLUME","SHFE.AU.2011.09.CLOSE","SHFE.AU.2011.09.SETTLE","SHFE.AU.2011.09.VOLUME","SHFE.AU.2011.10.CLOSE","SHFE.AU.2011.10.SETTLE","SHFE.AU.2011.10.VOLUME","SHFE.AU.2011.11.CLOSE","SHFE.AU.2011.11.SETTLE","SHFE.AU.2011.11.VOLUME","SHFE.AU.2011.12.CLOSE","SHFE.AU.2011.12.SETTLE","SHFE.AU.2011.12.VOLUME","SHFE.AU.2012.01.CLOSE","SHFE.AU.2012.01.SETTLE","SHFE.AU.2012.01.VOLUME","SHFE.AU.2012.02.CLOSE","SHFE.AU.2012.02.SETTLE","SHFE.AU.2012.02.VOLUME","SHFE.AU.2012.03.CLOSE","SHFE.AU.2012.03.SETTLE","SHFE.AU.2012.03.VOLUME","SHFE.AU.2012.04.CLOSE","SHFE.AU.2012.04.SETTLE","SHFE.AU.2012.04.VOLUME","SHFE.AU.2012.05.CLOSE","SHFE.AU.2012.05.SETTLE","SHFE.AU.2012.05.VOLUME","SHFE.AU.2012.06.CLOSE","SHFE.AU.2012.06.SETTLE","SHFE.AU.2012.06.VOLUME","SHFE.AU.2012.07.CLOSE","SHFE.AU.2012.07.SETTLE","SHFE.AU.2012.07.VOLUME","SHFE.AU.2012.08.CLOSE","SHFE.AU.2012.08.SETTLE","SHFE.AU.2012.08.VOLUME","SHFE.AU.2012.09.CLOSE","SHFE.AU.2012.09.SETTLE","SHFE.AU.2012.09.VOLUME","SHFE.AU.2012.10.CLOSE","SHFE.AU.2012.10.SETTLE","SHFE.AU.2012.10.VOLUME","SHFE.AU.2012.11.CLOSE","SHFE.AU.2012.11.SETTLE","SHFE.AU.2012.11.VOLUME","SHFE.AU.2012.12.CLOSE","SHFE.AU.2012.12.SETTLE","SHFE.AU.2012.12.VOLUME","SHFE.AU.2013.01.CLOSE","SHFE.AU.2013.01.SETTLE","SHFE.AU.2013.01.VOLUME","SHFE.AU.2013.02.CLOSE","SHFE.AU.2013.02.SETTLE","SHFE.AU.2013.02.VOLUME","SHFE.AU.2013.03.CLOSE","SHFE.AU.2013.03.SETTLE","SHFE.AU.2013.03.VOLUME","SHFE.AU.2013.04.CLOSE","SHFE.AU.2013.04.SETTLE","SHFE.AU.2013.04.VOLUME","SHFE.AU.2013.05.CLOSE","SHFE.AU.2013.05.SETTLE","SHFE.AU.2013.05.VOLUME","SHFE.AU.2013.06.CLOSE","SHFE.AU.2013.06.SETTLE","SHFE.AU.2013.06.VOLUME","SHFE.AU.2013.07.CLOSE","SHFE.AU.2013.07.SETTLE","SHFE.AU.2013.07.VOLUME","SHFE.AU.2013.08.CLOSE","SHFE.AU.2013.08.SETTLE","SHFE.AU.2013.08.VOLUME","SHFE.AU.2013.09.CLOSE","SHFE.AU.2013.09.SETTLE","SHFE.AU.2013.09.VOLUME","SHFE.AU.2013.10.CLOSE","SHFE.AU.2013.10.SETTLE","SHFE.AU.2013.10.VOLUME","SHFE.AU.2013.11.CLOSE","SHFE.AU.2013.11.SETTLE","SHFE.AU.2013.11.VOLUME","SHFE.AU.2013.12.CLOSE","SHFE.AU.2013.12.SETTLE","SHFE.AU.2013.12.VOLUME","SHFE.AU.2014.01.CLOSE","SHFE.AU.2014.01.SETTLE","SHFE.AU.2014.01.VOLUME","SHFE.AU.2014.02.CLOSE","SHFE.AU.2014.02.SETTLE","SHFE.AU.2014.02.VOLUME","SHFE.AU.2014.03.CLOSE","SHFE.AU.2014.03.SETTLE","SHFE.AU.2014.03.VOLUME","SHFE.AU.2014.04.CLOSE","SHFE.AU.2014.04.SETTLE","SHFE.AU.2014.04.VOLUME","SHFE.AU.2014.05.CLOSE","SHFE.AU.2014.05.SETTLE","SHFE.AU.2014.05.VOLUME","SHFE.AU.2014.06.CLOSE","SHFE.AU.2014.06.SETTLE","SHFE.AU.2014.06.VOLUME","SHFE.AU.2014.07.CLOSE","SHFE.AU.2014.07.SETTLE","SHFE.AU.2014.07.VOLUME","SHFE.AU.2014.08.CLOSE","SHFE.AU.2014.08.SETTLE","SHFE.AU.2014.08.VOLUME","SHFE.AU.2014.09.CLOSE","SHFE.AU.2014.09.SETTLE","SHFE.AU.2014.09.VOLUME","SHFE.AU.2014.10.CLOSE","SHFE.AU.2014.10.SETTLE","SHFE.AU.2014.10.VOLUME","SHFE.AU.2014.11.CLOSE","SHFE.AU.2014.11.SETTLE","SHFE.AU.2014.11.VOLUME","SHFE.AU.2014.12.CLOSE","SHFE.AU.2014.12.SETTLE","SHFE.AU.2014.12.VOLUME","SHFE.AU.2015.01.CLOSE","SHFE.AU.2015.01.SETTLE","SHFE.AU.2015.01.VOLUME","SHFE.AU.2015.02.CLOSE","SHFE.AU.2015.02.SETTLE","SHFE.AU.2015.02.VOLUME","SHFE.AU.2015.03.CLOSE","SHFE.AU.2015.03.SETTLE","SHFE.AU.2015.03.VOLUME","SHFE.AU.2015.04.CLOSE","SHFE.AU.2015.04.SETTLE","SHFE.AU.2015.04.VOLUME","SHFE.AU.2015.05.CLOSE","SHFE.AU.2015.05.SETTLE","SHFE.AU.2015.05.VOLUME","SHFE.AU.2015.06.CLOSE","SHFE.AU.2015.06.SETTLE","SHFE.AU.2015.06.VOLUME","SHFE.AU.2015.07.CLOSE","SHFE.AU.2015.07.SETTLE","SHFE.AU.2015.07.VOLUME","SHFE.AU.2015.08.CLOSE","SHFE.AU.2015.08.SETTLE","SHFE.AU.2015.08.VOLUME","SHFE.AU.2015.09.CLOSE","SHFE.AU.2015.09.SETTLE","SHFE.AU.2015.09.VOLUME","SHFE.AU.2015.10.CLOSE","SHFE.AU.2015.10.SETTLE","SHFE.AU.2015.10.VOLUME","SHFE.AU.2015.11.CLOSE","SHFE.AU.2015.11.SETTLE","SHFE.AU.2015.11.VOLUME","SHFE.AU.2015.12.CLOSE","SHFE.AU.2015.12.SETTLE","SHFE.AU.2015.12.VOLUME","SHFE.AU.2016.01.CLOSE","SHFE.AU.2016.01.SETTLE","SHFE.AU.2016.01.VOLUME","SHFE.AU.2016.02.CLOSE","SHFE.AU.2016.02.SETTLE","SHFE.AU.2016.02.VOLUME","SHFE.AU.2016.03.CLOSE","SHFE.AU.2016.03.SETTLE","SHFE.AU.2016.03.VOLUME","SHFE.AU.2016.04.CLOSE","SHFE.AU.2016.04.SETTLE","SHFE.AU.2016.04.VOLUME","SHFE.AU.2016.05.CLOSE","SHFE.AU.2016.05.SETTLE","SHFE.AU.2016.05.VOLUME","SHFE.AU.2016.06.CLOSE","SHFE.AU.2016.06.SETTLE","SHFE.AU.2016.06.VOLUME","SHFE.AU.2016.07.CLOSE","SHFE.AU.2016.07.SETTLE","SHFE.AU.2016.07.VOLUME","SHFE.AU.2016.08.CLOSE","SHFE.AU.2016.08.SETTLE","SHFE.AU.2016.08.VOLUME","SHFE.AU.2016.10.CLOSE","SHFE.AU.2016.10.SETTLE","SHFE.AU.2016.10.VOLUME","SHFE.AU.2016.12.CLOSE","SHFE.AU.2016.12.SETTLE","SHFE.AU.2016.12.VOLUME","SHFE.AU.2017.02.CLOSE","SHFE.AU.2017.02.SETTLE","SHFE.AU.2017.02.VOLUME"
"2008-01-09",223.3,224.74,103364,224.3,226.98,12116,225.33,227.49,3910,226.6,228.97,656,227.87,229.71,330,227.73,229.98,268,228.6,229.93,824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-01-10",215.12,217.68,87984,216.2,218.72,5432,217.64,220.31,952,217.52,220.87,102,218.22,222.21,68,219.2,221.14,92,219.37,223.15,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-01-11",218.1,217.79,85418,218.03,218.36,3104,218.88,219.01,1862,219.79,219.86,84,220.9,220.32,44,220.1,221.34,14,221,221.78,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-01-14",220.1,219.28,60776,220.32,219.47,2040,220.9,220.01,338,221.5,219.78,74,222.28,221.02,6,224.55,220.84,30,223.69,222.69,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-01-15",223.8,223.11,88242,224.26,223.27,1640,224.33,223.78,514,223.9,223.52,52,224.2,224.49,30,226.65,225.56,28,225.99,225.68,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-01-16",215.89,217.51,94362,216.3,217.98,2416,216.48,217.73,784,217.4,218.67,122,218.4,219.01,32,219.45,220.22,32,218.88,221.21,368,218.52,225.44,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-01-17",216.47,215.5,61962,216.8,215.71,868,217,215.96,550,217,216.22,48,218,217.02,32,218,217.19,24,218.8,217.38,488,218.52,225.44,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-01-18",214.7,213.72,58006,214.7,213.98,882,214.98,214.29,346,214.8,214.25,56,215.7,214.8,40,215.3,214.69,12,216,215.14,236,215.5,217.64,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
