"DATETIME","DCE.PP.2014.05.CLOSE","DCE.PP.2014.05.SETTLE","DCE.PP.2014.05.VOLUME","DCE.PP.2014.06.CLOSE","DCE.PP.2014.06.SETTLE","DCE.PP.2014.06.VOLUME","DCE.PP.2014.07.CLOSE","DCE.PP.2014.07.SETTLE","DCE.PP.2014.07.VOLUME","DCE.PP.2014.08.CLOSE","DCE.PP.2014.08.SETTLE","DCE.PP.2014.08.VOLUME","DCE.PP.2014.09.CLOSE","DCE.PP.2014.09.SETTLE","DCE.PP.2014.09.VOLUME","DCE.PP.2014.10.CLOSE","DCE.PP.2014.10.SETTLE","DCE.PP.2014.10.VOLUME","DCE.PP.2014.11.CLOSE","DCE.PP.2014.11.SETTLE","DCE.PP.2014.11.VOLUME","DCE.PP.2014.12.CLOSE","DCE.PP.2014.12.SETTLE","DCE.PP.2014.12.VOLUME","DCE.PP.2015.01.CLOSE","DCE.PP.2015.01.SETTLE","DCE.PP.2015.01.VOLUME","DCE.PP.2015.02.CLOSE","DCE.PP.2015.02.SETTLE","DCE.PP.2015.02.VOLUME","DCE.PP.2015.03.CLOSE","DCE.PP.2015.03.SETTLE","DCE.PP.2015.03.VOLUME","DCE.PP.2015.04.CLOSE","DCE.PP.2015.04.SETTLE","DCE.PP.2015.04.VOLUME","DCE.PP.2015.05.CLOSE","DCE.PP.2015.05.SETTLE","DCE.PP.2015.05.VOLUME","DCE.PP.2015.06.CLOSE","DCE.PP.2015.06.SETTLE","DCE.PP.2015.06.VOLUME","DCE.PP.2015.07.CLOSE","DCE.PP.2015.07.SETTLE","DCE.PP.2015.07.VOLUME","DCE.PP.2015.08.CLOSE","DCE.PP.2015.08.SETTLE","DCE.PP.2015.08.VOLUME","DCE.PP.2015.09.CLOSE","DCE.PP.2015.09.SETTLE","DCE.PP.2015.09.VOLUME","DCE.PP.2015.10.CLOSE","DCE.PP.2015.10.SETTLE","DCE.PP.2015.10.VOLUME","DCE.PP.2015.11.CLOSE","DCE.PP.2015.11.SETTLE","DCE.PP.2015.11.VOLUME","DCE.PP.2015.12.CLOSE","DCE.PP.2015.12.SETTLE","DCE.PP.2015.12.VOLUME","DCE.PP.2016.01.CLOSE","DCE.PP.2016.01.SETTLE","DCE.PP.2016.01.VOLUME","DCE.PP.2016.02.CLOSE","DCE.PP.2016.02.SETTLE","DCE.PP.2016.02.VOLUME","DCE.PP.2016.03.CLOSE","DCE.PP.2016.03.SETTLE","DCE.PP.2016.03.VOLUME","DCE.PP.2016.04.CLOSE","DCE.PP.2016.04.SETTLE","DCE.PP.2016.04.VOLUME","DCE.PP.2016.05.CLOSE","DCE.PP.2016.05.SETTLE","DCE.PP.2016.05.VOLUME","DCE.PP.2016.06.CLOSE","DCE.PP.2016.06.SETTLE","DCE.PP.2016.06.VOLUME","DCE.PP.2016.07.CLOSE","DCE.PP.2016.07.SETTLE","DCE.PP.2016.07.VOLUME","DCE.PP.2016.08.CLOSE","DCE.PP.2016.08.SETTLE","DCE.PP.2016.08.VOLUME","DCE.PP.2016.09.CLOSE","DCE.PP.2016.09.SETTLE","DCE.PP.2016.09.VOLUME","DCE.PP.2016.10.CLOSE","DCE.PP.2016.10.SETTLE","DCE.PP.2016.10.VOLUME","DCE.PP.2016.11.CLOSE","DCE.PP.2016.11.SETTLE","DCE.PP.2016.11.VOLUME","DCE.PP.2016.12.CLOSE","DCE.PP.2016.12.SETTLE","DCE.PP.2016.12.VOLUME","DCE.PP.2017.01.CLOSE","DCE.PP.2017.01.SETTLE","DCE.PP.2017.01.VOLUME"
"2015-04-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9069,9069,0,9411,9311,345104,9076,9127,122,9112,9155,4,8685,8685,164,8394,8354,1162138,8473,8473,0,8341,8312,20,8307,8281,20,8079,8057,19974,8033,8033,0,7968,7968,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9069,9069,0,9239,9268,203132,8942,9003,38,8975,8975,4,8685,8685,0,8305,8289,745280,8290,8324,4,8166,8166,0,8136,8136,0,7994,7975,15956,8018,8018,0,7887,7887,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9069,9069,0,9213,9237,179104,8864,8971,22,8972,9011,20,8685,8685,0,8335,8320,748738,8323,8361,4,8202,8202,0,8165,8165,0,7995,7999,13980,8018,8018,0,7910,7910,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9069,9069,0,9232,9245,92636,8852,8974,48,9011,9011,0,8685,8685,0,8381,8408,829210,8387,8387,2,8202,8202,0,8357,8357,2,8010,8043,19536,8018,8018,0,7953,7953,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8900,8900,4,8962,9059,212128,8750,8779,30,8968,8977,24,8740,8745,4,8351,8355,879148,8335,8335,0,8202,8202,0,8272,8272,4,8000,7997,23100,8018,8018,0,7953,7953,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9063,9063,0,8925,8924,114892,8779,8779,0,8726,8759,46,8690,8690,0,8334,8337,616584,8318,8318,0,8202,8202,0,8272,8272,0,8001,7991,17670,8018,8018,0,7953,7953,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9091,9057,148912,8801,8801,0,8801,8801,0,8865,8893,72,8591,8580,1038202,8318,8318,0,8441,8441,0,8379,8379,0,8259,8231,33402,8222,8222,0,8191,8191,0,8534,8310,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9308,9259,111720,8939,9002,26,9001,9001,0,8999,8942,14,8669,8664,863376,8399,8399,0,8441,8441,0,8512,8512,0,8347,8332,24980,8307,8307,0,8310,8310,0,8411,8411,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9233,9286,59264,8927,9070,4,9148,9263,30,8991,8990,6,8689,8741,686934,8473,8473,0,8516,8516,0,8650,8705,4,8385,8429,23812,8309,8309,0,8406,8406,0,8508,8508,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9280,9252,40410,9052,9052,0,9211,9211,2,8990,8990,0,8663,8673,720582,8408,8408,0,8450,8450,0,8609,8609,2,8361,8366,16682,8309,8309,0,8406,8406,0,8445,8445,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9222,9208,37102,8936,8928,4,9012,9094,4,8858,8857,12,8586,8566,718660,8408,8408,0,8447,8447,2,8606,8606,0,8292,8279,29390,8223,8223,0,8319,8319,0,8358,8358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9290,9284,24902,8941,9014,10,9094,9094,0,8857,8857,0,8650,8655,685344,8650,8641,24,8447,8447,0,8844,8844,0,8347,8354,15514,8243,8243,0,8400,8400,2,8439,8439,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9390,9380,28338,9072,9072,6,9094,9094,0,8857,8857,0,8681,8705,653556,8650,8670,140,8447,8447,0,8670,8672,18,8375,8401,32448,8289,8289,0,8355,8413,4,8452,8452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9755,9595,36440,9433,9289,18,9311,9311,0,9072,9072,0,8886,8844,854574,8850,8814,16,8587,8587,0,8772,8772,2,8546,8516,32998,8402,8402,0,8588,8588,2,8627,8627,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9714,9753,14516,9640,9591,48,9601,9608,28,9262,9249,72,8892,8896,647844,8914,8893,4,8732,8788,12,8880,8880,2,8559,8556,17040,8522,8522,0,8628,8628,0,8667,8667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9590,9620,16794,9704,9736,66,9466,9569,104,9234,9234,2,8824,8883,938358,8832,8862,18,8758,8758,0,8880,8880,0,8480,8530,27380,8512,8512,0,8602,8602,0,8561,8561,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9675,9684,9864,9745,9798,52,9548,9549,20,9234,9234,0,8933,8923,580340,8909,8908,26,8803,8803,0,8926,8926,0,8574,8569,16784,8550,8550,0,8602,8602,0,8561,8561,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9598,9598,1722,9625,9669,60,9552,9551,4,9318,9370,20,8910,8948,666462,8908,8908,0,8803,8803,0,8951,8951,0,8558,8587,23214,8567,8567,0,8563,8581,10,8541,8541,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9600,9591,1264,9617,9660,42,9551,9551,0,9370,9370,0,8885,8870,541926,8907,8907,0,8803,8803,0,8758,8766,10,8531,8521,18698,8496,8496,2,8510,8510,0,8471,8471,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9540,9577,1554,9699,9665,20,9587,9574,6,9331,9421,6,8890,8938,794516,8975,8975,0,8803,8803,0,8833,8833,0,8547,8584,25646,8558,8558,0,8572,8572,0,8533,8533,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9450,9475,252,9408,9503,60,9489,9456,30,9180,9238,4,8709,8755,625970,8792,8792,0,8660,8660,0,8653,8653,0,8380,8416,23290,8391,8391,0,8420,8420,2,8382,8382,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9390,9370,598,9200,9277,58,9300,9361,18,9146,9146,0,8624,8605,599934,8621,8633,42,8504,8504,0,8497,8497,0,8285,8274,25780,8250,8250,0,8278,8278,0,8241,8241,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9350,9386,138,9092,9186,4,9171,9252,10,9085,9085,2,8559,8589,513852,8633,8633,0,8504,8504,0,8482,8482,0,8242,8285,30776,8260,8260,0,8289,8289,0,8251,8251,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9330,9326,270,9148,9148,2,9085,9148,14,8983,8983,0,8436,8469,668836,8633,8633,0,8504,8504,0,8364,8364,0,8121,8155,25376,8131,8131,0,8159,8159,0,8122,8122,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,9050,240,8878,8878,0,8878,8878,0,8718,8718,0,8450,8483,518676,8633,8633,0,8426,8342,12,8205,8205,0,8144,8173,25864,8148,8148,0,8229,8195,4,8157,8157,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8888,8937,668,9124,9124,2,8981,8981,6,8819,8819,0,8467,8413,544820,8562,8562,0,8302,8302,2,8166,8166,0,8150,8104,27380,8080,8080,0,8126,8126,0,8089,8089,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9100,9460,348,9124,9124,0,9340,9340,0,9171,9171,0,8504,8479,575734,8629,8629,0,8302,8302,0,8230,8230,0,8195,8167,31516,8142,8142,0,8189,8189,0,8009,8197,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9083,9083,8,9006,9005,6,8853,8855,22,8378,8405,502952,8554,8554,0,8302,8302,0,8159,8159,0,8077,8100,27744,8076,8076,0,8122,8122,0,8130,8130,0,7870,7903,2758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9016,9007,4,8930,8930,0,8855,8855,0,8266,8328,499700,8326,8440,4,8302,8302,0,8051,8051,0,7976,8025,29312,8018,8018,0,8044,8044,0,8055,8055,0,7805,7833,2852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9029,8957,12,8931,8930,4,8800,8736,8,8275,8218,842262,8325,8325,32,8302,8302,0,7942,7942,0,7965,7912,43150,7906,7906,0,7931,7931,0,7942,7942,0,7803,7730,2318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9120,9185,6,9157,9157,0,8958,8958,0,8429,8370,727784,8360,8353,36,8329,8329,0,7968,7968,0,8096,8038,45894,8031,8031,0,7931,7931,0,8068,8068,0,7892,7836,2338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9199,9197,20,9178,9051,4,8855,8855,0,8430,8422,518006,8404,8363,40,8329,8329,0,7977,7977,0,8102,8094,32710,8086,8086,0,7931,7931,0,8124,8124,0,7898,7892,1482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,9125,6,9179,9019,46,8879,8879,2,8403,8392,406648,8334,8334,0,8329,8329,0,7949,7949,0,8077,8063,21788,8056,8056,0,7931,7931,0,8093,8093,0,7863,7854,836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,9000,4,9101,9101,0,8758,8758,0,8325,8456,865060,8405,8473,10,8329,8329,0,8081,8081,0,8021,8125,53080,8160,8160,2,8033,8033,0,8197,8197,0,7811,7901,1690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,9000,0,9106,9106,2,8787,8787,0,8343,8326,496430,8343,8343,0,8201,8201,0,8187,8187,2,8029,8011,40604,8046,8046,0,7921,7921,0,8082,8082,0,7823,7795,1642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8945,9014,10,9200,9168,10,8787,8787,0,8294,8292,451278,8343,8343,0,8201,8201,0,8154,8154,0,7977,7987,36456,8022,8022,0,7898,7898,0,8058,8058,0,7785,7787,1486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8875,8933,20,9001,9054,28,8787,8787,0,8316,8327,325204,8343,8343,0,8235,8235,0,8188,8188,0,8004,8007,29748,8042,8042,0,7917,7917,0,8078,8078,0,7805,7809,994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8750,8750,30,8962,8963,18,8699,8699,0,8319,8356,353788,8372,8372,0,8263,8263,0,8216,8216,0,8001,8039,25732,8074,8074,0,7948,7948,0,8110,8110,0,7809,7829,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8750,8750,0,8963,8963,0,8700,8700,0,8365,8305,415198,8372,8372,0,8263,8263,0,8166,8166,0,8050,7995,40636,8030,8030,0,7905,7905,0,8066,8066,0,7850,7792,1746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8750,8750,0,8888,8872,10,8901,8901,2,8407,8394,509894,8461,8461,0,8351,8351,0,8253,8253,0,8075,8072,32180,8107,8107,0,7905,7905,0,8143,8143,0,7870,7868,1504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8750,8750,0,8788,8788,2,8901,8901,0,8460,8403,505674,8418,8460,4,8351,8351,0,8253,8253,0,8120,8068,36286,8103,8103,0,7905,7905,0,8139,8139,0,7915,7857,1562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
