"DATETIME","DCE.PP.2014.05.CLOSE","DCE.PP.2014.05.SETTLE","DCE.PP.2014.05.VOLUME","DCE.PP.2014.06.CLOSE","DCE.PP.2014.06.SETTLE","DCE.PP.2014.06.VOLUME","DCE.PP.2014.07.CLOSE","DCE.PP.2014.07.SETTLE","DCE.PP.2014.07.VOLUME","DCE.PP.2014.08.CLOSE","DCE.PP.2014.08.SETTLE","DCE.PP.2014.08.VOLUME","DCE.PP.2014.09.CLOSE","DCE.PP.2014.09.SETTLE","DCE.PP.2014.09.VOLUME","DCE.PP.2014.10.CLOSE","DCE.PP.2014.10.SETTLE","DCE.PP.2014.10.VOLUME","DCE.PP.2014.11.CLOSE","DCE.PP.2014.11.SETTLE","DCE.PP.2014.11.VOLUME","DCE.PP.2014.12.CLOSE","DCE.PP.2014.12.SETTLE","DCE.PP.2014.12.VOLUME","DCE.PP.2015.01.CLOSE","DCE.PP.2015.01.SETTLE","DCE.PP.2015.01.VOLUME","DCE.PP.2015.02.CLOSE","DCE.PP.2015.02.SETTLE","DCE.PP.2015.02.VOLUME","DCE.PP.2015.03.CLOSE","DCE.PP.2015.03.SETTLE","DCE.PP.2015.03.VOLUME","DCE.PP.2015.04.CLOSE","DCE.PP.2015.04.SETTLE","DCE.PP.2015.04.VOLUME","DCE.PP.2015.05.CLOSE","DCE.PP.2015.05.SETTLE","DCE.PP.2015.05.VOLUME","DCE.PP.2015.06.CLOSE","DCE.PP.2015.06.SETTLE","DCE.PP.2015.06.VOLUME","DCE.PP.2015.07.CLOSE","DCE.PP.2015.07.SETTLE","DCE.PP.2015.07.VOLUME","DCE.PP.2015.08.CLOSE","DCE.PP.2015.08.SETTLE","DCE.PP.2015.08.VOLUME","DCE.PP.2015.09.CLOSE","DCE.PP.2015.09.SETTLE","DCE.PP.2015.09.VOLUME","DCE.PP.2015.10.CLOSE","DCE.PP.2015.10.SETTLE","DCE.PP.2015.10.VOLUME","DCE.PP.2015.11.CLOSE","DCE.PP.2015.11.SETTLE","DCE.PP.2015.11.VOLUME","DCE.PP.2015.12.CLOSE","DCE.PP.2015.12.SETTLE","DCE.PP.2015.12.VOLUME","DCE.PP.2016.01.CLOSE","DCE.PP.2016.01.SETTLE","DCE.PP.2016.01.VOLUME","DCE.PP.2016.02.CLOSE","DCE.PP.2016.02.SETTLE","DCE.PP.2016.02.VOLUME","DCE.PP.2016.03.CLOSE","DCE.PP.2016.03.SETTLE","DCE.PP.2016.03.VOLUME","DCE.PP.2016.04.CLOSE","DCE.PP.2016.04.SETTLE","DCE.PP.2016.04.VOLUME","DCE.PP.2016.05.CLOSE","DCE.PP.2016.05.SETTLE","DCE.PP.2016.05.VOLUME","DCE.PP.2016.06.CLOSE","DCE.PP.2016.06.SETTLE","DCE.PP.2016.06.VOLUME","DCE.PP.2016.07.CLOSE","DCE.PP.2016.07.SETTLE","DCE.PP.2016.07.VOLUME","DCE.PP.2016.08.CLOSE","DCE.PP.2016.08.SETTLE","DCE.PP.2016.08.VOLUME","DCE.PP.2016.09.CLOSE","DCE.PP.2016.09.SETTLE","DCE.PP.2016.09.VOLUME","DCE.PP.2016.10.CLOSE","DCE.PP.2016.10.SETTLE","DCE.PP.2016.10.VOLUME","DCE.PP.2016.11.CLOSE","DCE.PP.2016.11.SETTLE","DCE.PP.2016.11.VOLUME","DCE.PP.2016.12.CLOSE","DCE.PP.2016.12.SETTLE","DCE.PP.2016.12.VOLUME","DCE.PP.2017.01.CLOSE","DCE.PP.2017.01.SETTLE","DCE.PP.2017.01.VOLUME"
"2014-08-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,11232,11232,0,11169,11186,8970,10777,10777,0,10632,10632,0,10500,10500,0,10442,10432,116146,10447,10447,0,10330,10330,0,9973,9973,0,9983,9975,10422,9903,9903,0,10111,10111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-08-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,11232,11232,0,11189,11181,10718,10777,10777,0,10628,10628,0,10496,10496,0,10458,10445,181954,10460,10460,0,10342,10342,0,9985,9985,0,10009,9990,11400,9917,9917,0,10111,10111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-08-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11249,11203,12352,10798,10798,0,10648,10648,0,10496,10496,0,10537,10470,136284,10485,10485,0,10366,10366,0,10008,10008,0,10085,10028,9708,9954,9954,0,10111,10111,0,10012,10012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-08-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11296,11262,10474,10798,10798,0,10704,10704,0,10551,10551,0,10572,10546,114154,10561,10561,0,10441,10441,0,10080,10080,0,10105,10086,6548,10011,10011,0,10111,10111,0,10069,10069,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-08-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11328,11317,3822,10798,10798,0,10756,10756,0,10447,10576,8,10579,10578,105274,10593,10593,0,10472,10472,0,10110,10110,0,10120,10120,5784,10044,10044,0,10111,10111,0,10102,10102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-08-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11296,11295,5550,10798,10798,0,10736,10736,0,10576,10576,0,10495,10509,161594,10524,10524,0,10404,10404,0,10045,10045,0,10040,10057,10734,9982,9982,0,10043,10044,4,10036,10036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-08-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11401,11351,5438,10851,10851,0,10789,10789,0,10576,10576,0,10645,10581,147644,10295,10503,8,10384,10384,0,10025,10025,0,10130,10104,8870,10028,10028,0,10044,10044,0,10036,10036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-08-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11404,11402,5130,10899,10899,0,10837,10837,0,10623,10623,0,10636,10637,139582,10558,10558,0,10438,10438,0,10050,10050,0,10113,10113,7210,10036,10036,0,10044,10044,0,10036,10036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-08-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11478,11440,3736,10935,10935,0,10873,10873,0,10623,10623,0,10646,10611,107228,10533,10533,0,10413,10413,0,10230,10201,6,10103,10077,6570,10001,10001,0,10052,10052,2,10043,10043,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-08-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11555,11535,3634,11025,11025,0,10963,10963,0,10623,10623,0,10636,10633,154384,10554,10554,0,10434,10434,0,10222,10222,0,10098,10090,6410,10013,10013,0,10052,10052,0,10055,10055,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-08-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11563,11582,2860,11069,11069,0,11007,11007,0,10666,10666,0,10622,10632,132852,10554,10554,0,10434,10434,0,10222,10222,0,10093,10101,5098,10023,10023,0,10052,10052,0,10065,10065,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-08-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11591,11566,2426,11054,11054,0,10895,10895,10,10666,10666,0,10577,10589,130690,10512,10512,0,10392,10392,0,10181,10181,0,10055,10069,5850,9992,9992,0,10052,10052,0,10034,10034,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-08-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11601,11599,2558,11085,11085,0,10926,10926,0,10601,10467,4,10535,10553,159502,10477,10477,0,10357,10357,0,10147,10147,0,10023,10046,6128,9970,9970,0,10052,10052,0,10034,10034,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11600,11589,318,11085,11085,0,10917,10917,0,10458,10458,0,10511,10518,118768,10443,10443,0,10323,10323,0,10114,10114,0,10008,10008,7204,9933,9933,0,10052,10052,0,9997,9997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11639,11609,190,11009,10915,4,10850,10850,2,10458,10458,0,10620,10560,137296,10484,10484,0,10364,10364,0,10154,10154,0,10085,10038,7378,9962,9962,0,10066,10066,0,10026,10026,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11600,11601,358,10915,10915,0,10850,10850,0,10458,10458,0,10622,10595,120456,10484,10484,0,10398,10398,0,10187,10187,0,10071,10052,4952,10040,10035,4,10139,10139,0,10099,10099,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11500,11555,254,10915,10915,0,10807,10807,0,10521,10623,8,10683,10705,384656,10592,10592,0,10505,10505,0,10292,10292,0,10130,10138,25000,10120,10120,0,10139,10139,0,10185,10185,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11650,11573,48,10706,10706,2,10601,10601,0,10395,10455,8,10570,10612,204686,10500,10500,0,10400,10400,4,10190,10190,0,10040,10065,13382,10101,10101,0,10139,10139,0,10112,10112,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11600,11600,2,10607,10606,8,10601,10601,0,10476,10481,36,10490,10516,208728,10406,10406,0,10306,10306,0,10098,10098,0,10000,10001,12354,10037,10037,0,10139,10139,0,10112,10112,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11600,11552,42,10608,10608,0,10601,10601,0,10464,10454,6,10427,10482,145202,10373,10373,0,10273,10273,0,10066,10066,0,9947,9979,9592,10161,9966,10,10081,10081,0,10041,10041,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11405,11433,810,10733,10670,4,10601,10601,0,10454,10454,0,10418,10394,159884,10373,10373,0,10187,10187,0,9982,9982,0,9925,9907,14372,9895,9895,0,10012,10012,2,9973,9973,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11455,11457,602,10670,10739,10,10601,10601,0,10295,10295,4,10355,10353,193460,10333,10333,0,10147,10147,0,9943,9943,0,9880,9868,11412,9857,9857,0,10012,10012,0,9934,9934,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12000,11569,1104,10739,10739,0,10704,10704,0,10336,10336,0,10385,10364,118984,10343,10343,0,10157,10157,0,9953,9953,0,9914,9886,9638,9899,9780,4,10064,10064,2,9985,9985,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10750,10712,8,10704,10704,0,10400,10443,8,10416,10417,145634,10343,10343,0,10208,10208,0,10003,10003,0,9955,9950,11054,9843,9843,0,10129,10129,0,10049,10049,0,9727,9709,2366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10712,10712,0,10704,10704,0,10436,10436,0,10335,10396,138088,10542,10329,4,10195,10195,0,10003,10003,0,9957,9980,14338,9872,9872,0,10159,10159,0,10049,10049,0,9720,9736,872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10666,10666,20,10555,10629,10,10325,10325,4,10260,10276,171676,10210,10210,0,9801,10045,16,9856,9856,0,9871,9894,8856,9787,9787,0,9987,9957,8,10048,10048,0,9679,9683,666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10666,10666,0,10629,10629,0,10325,10325,0,10223,10241,151148,10210,10210,0,10011,10011,0,9823,9823,0,9824,9852,9308,9746,9746,0,9957,9957,0,10048,10048,0,9635,9656,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10441,10441,2,10500,10521,26,10230,10234,12,10053,10092,198244,10034,10105,10,9909,9909,0,9823,9823,0,9633,9681,15770,9746,9746,0,9785,9785,0,9903,9903,0,9481,9531,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10441,10441,0,10498,10498,4,10100,10109,22,9999,9993,240348,10028,10032,4,9838,9838,0,9753,9753,0,9580,9586,15798,9632,9632,0,9730,9730,0,9806,9806,0,9428,9436,770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,10500,18,10498,10498,0,10130,10101,84,10106,10036,187500,10075,10075,0,9880,9880,0,9753,9753,0,9698,9631,14036,9677,9677,0,9740,9740,0,9806,9806,0,9505,9458,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,10500,10,10498,10498,0,10382,10173,10,10162,10124,207072,10163,10163,0,9966,9966,0,9753,9753,0,9729,9716,13132,9762,9762,0,9740,9740,0,9806,9806,0,9545,9529,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10800,10766,18,10498,10498,0,10349,10349,2,10200,10158,200732,10197,10197,0,9999,9999,0,9785,9785,0,9765,9729,13040,9762,9762,0,9753,9753,0,9806,9806,0,9570,9542,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11100,10818,56,10799,10799,2,10479,10479,2,10313,10195,172084,10234,10234,0,10035,10035,0,9820,9820,0,9847,9746,16288,9779,9779,0,9881,9881,0,9850,10067,68,9649,9565,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10818,10818,0,10799,10799,0,10479,10479,0,10348,10314,137270,10353,10353,0,10152,10152,0,9934,9934,0,9902,9865,11346,9898,9898,0,9881,9881,0,9900,9903,52,9670,9655,672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-10-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10818,10818,0,10745,10745,0,10448,10224,20,10018,10071,227014,10110,10110,0,9913,9913,0,9700,9700,0,9583,9661,12416,9694,9694,0,9881,9881,0,9748,9748,2,9400,9461,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-10-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10818,10818,0,10745,10745,0,10127,10127,2,10025,10016,175644,10055,10055,0,9859,9859,0,9700,9700,0,9592,9586,11522,9619,9619,0,9598,9619,10,9590,9658,38,9400,9388,638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-10-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10818,10818,0,10366,10366,16,9980,9980,20,9660,9709,316914,9747,9747,0,9557,9557,0,9403,9403,0,9220,9269,23956,9301,9301,0,9353,9353,2,9329,9329,2,9040,9118,1632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-10-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10818,10818,0,10366,10366,0,10000,10000,0,9762,9767,201576,9805,9805,0,9614,9614,0,9459,9459,0,9249,9277,18018,9108,9232,4,9284,9284,0,9329,9329,0,9070,9088,1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-10-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10818,10818,0,10779,10779,6,10200,10199,6,9861,9821,189804,9859,9859,0,9667,9667,0,9511,9511,0,9325,9296,10788,9250,9250,0,9284,9284,0,9329,9329,0,9135,9124,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-10-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10818,10818,0,10800,10800,2,10199,10199,0,9877,9780,319522,9818,9818,0,9627,9627,0,9472,9472,0,9310,9222,28800,9177,9177,0,9284,9284,0,9232,9259,4,9102,9039,3194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-10-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10818,10818,0,10882,10880,8,10199,10199,0,9762,9763,262022,9801,9801,0,9611,9611,0,9456,9456,0,9244,9226,18598,9180,9180,0,9288,9288,0,9259,9259,0,9025,9027,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
