"DATETIME","DCE.V.2009.09.CLOSE","DCE.V.2009.09.SETTLE","DCE.V.2009.09.VOLUME","DCE.V.2009.10.CLOSE","DCE.V.2009.10.SETTLE","DCE.V.2009.10.VOLUME","DCE.V.2009.11.CLOSE","DCE.V.2009.11.SETTLE","DCE.V.2009.11.VOLUME","DCE.V.2009.12.CLOSE","DCE.V.2009.12.SETTLE","DCE.V.2009.12.VOLUME","DCE.V.2010.01.CLOSE","DCE.V.2010.01.SETTLE","DCE.V.2010.01.VOLUME","DCE.V.2010.02.CLOSE","DCE.V.2010.02.SETTLE","DCE.V.2010.02.VOLUME","DCE.V.2010.03.CLOSE","DCE.V.2010.03.SETTLE","DCE.V.2010.03.VOLUME","DCE.V.2010.04.CLOSE","DCE.V.2010.04.SETTLE","DCE.V.2010.04.VOLUME","DCE.V.2010.05.CLOSE","DCE.V.2010.05.SETTLE","DCE.V.2010.05.VOLUME","DCE.V.2010.06.CLOSE","DCE.V.2010.06.SETTLE","DCE.V.2010.06.VOLUME","DCE.V.2010.07.CLOSE","DCE.V.2010.07.SETTLE","DCE.V.2010.07.VOLUME","DCE.V.2010.08.CLOSE","DCE.V.2010.08.SETTLE","DCE.V.2010.08.VOLUME","DCE.V.2010.09.CLOSE","DCE.V.2010.09.SETTLE","DCE.V.2010.09.VOLUME","DCE.V.2010.10.CLOSE","DCE.V.2010.10.SETTLE","DCE.V.2010.10.VOLUME","DCE.V.2010.11.CLOSE","DCE.V.2010.11.SETTLE","DCE.V.2010.11.VOLUME","DCE.V.2010.12.CLOSE","DCE.V.2010.12.SETTLE","DCE.V.2010.12.VOLUME","DCE.V.2011.01.CLOSE","DCE.V.2011.01.SETTLE","DCE.V.2011.01.VOLUME","DCE.V.2011.02.CLOSE","DCE.V.2011.02.SETTLE","DCE.V.2011.02.VOLUME","DCE.V.2011.03.CLOSE","DCE.V.2011.03.SETTLE","DCE.V.2011.03.VOLUME","DCE.V.2011.04.CLOSE","DCE.V.2011.04.SETTLE","DCE.V.2011.04.VOLUME","DCE.V.2011.05.CLOSE","DCE.V.2011.05.SETTLE","DCE.V.2011.05.VOLUME","DCE.V.2011.06.CLOSE","DCE.V.2011.06.SETTLE","DCE.V.2011.06.VOLUME","DCE.V.2011.07.CLOSE","DCE.V.2011.07.SETTLE","DCE.V.2011.07.VOLUME","DCE.V.2011.08.CLOSE","DCE.V.2011.08.SETTLE","DCE.V.2011.08.VOLUME","DCE.V.2011.09.CLOSE","DCE.V.2011.09.SETTLE","DCE.V.2011.09.VOLUME","DCE.V.2011.10.CLOSE","DCE.V.2011.10.SETTLE","DCE.V.2011.10.VOLUME","DCE.V.2011.11.CLOSE","DCE.V.2011.11.SETTLE","DCE.V.2011.11.VOLUME","DCE.V.2011.12.CLOSE","DCE.V.2011.12.SETTLE","DCE.V.2011.12.VOLUME","DCE.V.2012.01.CLOSE","DCE.V.2012.01.SETTLE","DCE.V.2012.01.VOLUME","DCE.V.2012.02.CLOSE","DCE.V.2012.02.SETTLE","DCE.V.2012.02.VOLUME","DCE.V.2012.03.CLOSE","DCE.V.2012.03.SETTLE","DCE.V.2012.03.VOLUME","DCE.V.2012.04.CLOSE","DCE.V.2012.04.SETTLE","DCE.V.2012.04.VOLUME","DCE.V.2012.05.CLOSE","DCE.V.2012.05.SETTLE","DCE.V.2012.05.VOLUME","DCE.V.2012.06.CLOSE","DCE.V.2012.06.SETTLE","DCE.V.2012.06.VOLUME","DCE.V.2012.07.CLOSE","DCE.V.2012.07.SETTLE","DCE.V.2012.07.VOLUME","DCE.V.2012.08.CLOSE","DCE.V.2012.08.SETTLE","DCE.V.2012.08.VOLUME","DCE.V.2012.09.CLOSE","DCE.V.2012.09.SETTLE","DCE.V.2012.09.VOLUME","DCE.V.2012.10.CLOSE","DCE.V.2012.10.SETTLE","DCE.V.2012.10.VOLUME","DCE.V.2012.11.CLOSE","DCE.V.2012.11.SETTLE","DCE.V.2012.11.VOLUME","DCE.V.2012.12.CLOSE","DCE.V.2012.12.SETTLE","DCE.V.2012.12.VOLUME","DCE.V.2013.01.CLOSE","DCE.V.2013.01.SETTLE","DCE.V.2013.01.VOLUME","DCE.V.2013.02.CLOSE","DCE.V.2013.02.SETTLE","DCE.V.2013.02.VOLUME","DCE.V.2013.03.CLOSE","DCE.V.2013.03.SETTLE","DCE.V.2013.03.VOLUME","DCE.V.2013.04.CLOSE","DCE.V.2013.04.SETTLE","DCE.V.2013.04.VOLUME","DCE.V.2013.05.CLOSE","DCE.V.2013.05.SETTLE","DCE.V.2013.05.VOLUME","DCE.V.2013.06.CLOSE","DCE.V.2013.06.SETTLE","DCE.V.2013.06.VOLUME","DCE.V.2013.07.CLOSE","DCE.V.2013.07.SETTLE","DCE.V.2013.07.VOLUME","DCE.V.2013.08.CLOSE","DCE.V.2013.08.SETTLE","DCE.V.2013.08.VOLUME","DCE.V.2013.09.CLOSE","DCE.V.2013.09.SETTLE","DCE.V.2013.09.VOLUME","DCE.V.2013.10.CLOSE","DCE.V.2013.10.SETTLE","DCE.V.2013.10.VOLUME","DCE.V.2013.11.CLOSE","DCE.V.2013.11.SETTLE","DCE.V.2013.11.VOLUME","DCE.V.2013.12.CLOSE","DCE.V.2013.12.SETTLE","DCE.V.2013.12.VOLUME","DCE.V.2014.01.CLOSE","DCE.V.2014.01.SETTLE","DCE.V.2014.01.VOLUME","DCE.V.2014.02.CLOSE","DCE.V.2014.02.SETTLE","DCE.V.2014.02.VOLUME","DCE.V.2014.03.CLOSE","DCE.V.2014.03.SETTLE","DCE.V.2014.03.VOLUME","DCE.V.2014.04.CLOSE","DCE.V.2014.04.SETTLE","DCE.V.2014.04.VOLUME","DCE.V.2014.05.CLOSE","DCE.V.2014.05.SETTLE","DCE.V.2014.05.VOLUME","DCE.V.2014.06.CLOSE","DCE.V.2014.06.SETTLE","DCE.V.2014.06.VOLUME","DCE.V.2014.07.CLOSE","DCE.V.2014.07.SETTLE","DCE.V.2014.07.VOLUME","DCE.V.2014.08.CLOSE","DCE.V.2014.08.SETTLE","DCE.V.2014.08.VOLUME","DCE.V.2014.09.CLOSE","DCE.V.2014.09.SETTLE","DCE.V.2014.09.VOLUME","DCE.V.2014.10.CLOSE","DCE.V.2014.10.SETTLE","DCE.V.2014.10.VOLUME","DCE.V.2014.11.CLOSE","DCE.V.2014.11.SETTLE","DCE.V.2014.11.VOLUME","DCE.V.2014.12.CLOSE","DCE.V.2014.12.SETTLE","DCE.V.2014.12.VOLUME","DCE.V.2015.01.CLOSE","DCE.V.2015.01.SETTLE","DCE.V.2015.01.VOLUME","DCE.V.2015.02.CLOSE","DCE.V.2015.02.SETTLE","DCE.V.2015.02.VOLUME","DCE.V.2015.03.CLOSE","DCE.V.2015.03.SETTLE","DCE.V.2015.03.VOLUME","DCE.V.2015.04.CLOSE","DCE.V.2015.04.SETTLE","DCE.V.2015.04.VOLUME","DCE.V.2015.05.CLOSE","DCE.V.2015.05.SETTLE","DCE.V.2015.05.VOLUME","DCE.V.2015.06.CLOSE","DCE.V.2015.06.SETTLE","DCE.V.2015.06.VOLUME","DCE.V.2015.07.CLOSE","DCE.V.2015.07.SETTLE","DCE.V.2015.07.VOLUME","DCE.V.2015.08.CLOSE","DCE.V.2015.08.SETTLE","DCE.V.2015.08.VOLUME","DCE.V.2015.09.CLOSE","DCE.V.2015.09.SETTLE","DCE.V.2015.09.VOLUME","DCE.V.2015.10.CLOSE","DCE.V.2015.10.SETTLE","DCE.V.2015.10.VOLUME","DCE.V.2015.11.CLOSE","DCE.V.2015.11.SETTLE","DCE.V.2015.11.VOLUME","DCE.V.2015.12.CLOSE","DCE.V.2015.12.SETTLE","DCE.V.2015.12.VOLUME","DCE.V.2016.01.CLOSE","DCE.V.2016.01.SETTLE","DCE.V.2016.01.VOLUME","DCE.V.2016.02.CLOSE","DCE.V.2016.02.SETTLE","DCE.V.2016.02.VOLUME","DCE.V.2016.03.CLOSE","DCE.V.2016.03.SETTLE","DCE.V.2016.03.VOLUME","DCE.V.2016.04.CLOSE","DCE.V.2016.04.SETTLE","DCE.V.2016.04.VOLUME","DCE.V.2016.05.CLOSE","DCE.V.2016.05.SETTLE","DCE.V.2016.05.VOLUME","DCE.V.2016.06.CLOSE","DCE.V.2016.06.SETTLE","DCE.V.2016.06.VOLUME","DCE.V.2016.07.CLOSE","DCE.V.2016.07.SETTLE","DCE.V.2016.07.VOLUME","DCE.V.2016.08.CLOSE","DCE.V.2016.08.SETTLE","DCE.V.2016.08.VOLUME","DCE.V.2016.09.CLOSE","DCE.V.2016.09.SETTLE","DCE.V.2016.09.VOLUME","DCE.V.2016.10.CLOSE","DCE.V.2016.10.SETTLE","DCE.V.2016.10.VOLUME","DCE.V.2016.11.CLOSE","DCE.V.2016.11.SETTLE","DCE.V.2016.11.VOLUME","DCE.V.2016.12.CLOSE","DCE.V.2016.12.SETTLE","DCE.V.2016.12.VOLUME","DCE.V.2017.01.CLOSE","DCE.V.2017.01.SETTLE","DCE.V.2017.01.VOLUME"
"2012-10-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6460,6460,0,6600,6600,0,6360,6335,84092,6425,6425,0,6300,6300,2,6765,6765,0,6415,6430,18836,6715,6715,0,6685,6685,0,6850,6850,0,6525,6545,92,6775,6775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-10-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6460,6460,0,6600,6600,0,6395,6375,43480,6420,6430,8,6300,6300,0,6765,6765,0,6435,6410,21032,6715,6715,0,6685,6685,0,6850,6850,0,6510,6495,86,6775,6775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-10-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6460,6460,0,6600,6600,0,6410,6400,25104,6430,6430,2,6400,6365,18,6765,6765,0,6425,6430,21228,6715,6715,0,6685,6685,0,6850,6850,0,6510,6510,114,6775,6775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6460,6460,0,6600,6600,0,6430,6415,23418,6430,6430,0,6445,6435,6,6765,6765,0,6450,6425,42508,6715,6715,0,6685,6685,0,6850,6850,0,6530,6515,102,6775,6775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-11-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6460,6460,0,6600,6600,0,6415,6410,13772,6430,6430,0,6435,6435,0,6765,6765,0,6440,6440,26188,6715,6715,0,6685,6685,0,6850,6850,0,6540,6530,78,6775,6775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-11-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6460,6460,0,6600,6600,0,6405,6390,11884,6430,6430,0,6435,6435,0,6765,6765,0,6440,6420,34988,6715,6715,0,6685,6685,0,6850,6850,0,6530,6515,72,6775,6775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-11-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6460,6460,0,6600,6600,0,6465,6440,16356,6430,6430,0,6445,6445,10,6765,6765,0,6490,6465,32234,6715,6715,0,6685,6685,0,6850,6850,0,6580,6545,90,6775,6775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-11-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6460,6460,0,6600,6600,0,6480,6470,8034,6520,6520,4,6465,6460,10,6765,6765,0,6525,6515,29894,6715,6715,0,6685,6685,0,6850,6850,0,6595,6590,40,6775,6775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-11-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6460,6460,0,6600,6600,0,6465,6455,4626,6525,6525,2,6430,6430,2,6765,6765,0,6495,6495,22658,6715,6715,0,6685,6685,0,6850,6850,0,6565,6565,50,6775,6775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-11-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6460,6460,0,6600,6600,0,6465,6460,4386,6525,6525,0,6430,6430,0,6765,6765,0,6480,6485,17192,6715,6715,0,6685,6685,0,6850,6850,0,6560,6560,26,6550,6670,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-11-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6460,6460,0,6860,6600,4,6450,6450,5468,6525,6525,0,6430,6430,0,6515,6515,2,6470,6475,20446,6715,6715,0,6685,6685,0,6850,6850,0,6545,6530,42,6670,6670,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
